Recall,Precision
0,1
0.000561797752808989,1
0.00112359550561798,1
0.00168539325842697,1
0.00224719101123596,1
0.00280898876404494,1
0.00337078651685393,1
0.00393258426966292,1
0.00449438202247191,1
0.0050561797752809,1
0.00561797752808989,1
0.00617977528089888,1
0.00674157303370787,1
0.00674157303370787,0.923076923076923
0.00730337078651685,0.928571428571429
0.00786516853932584,0.933333333333333
0.00842696629213483,0.9375
0.00842696629213483,0.882352941176471
0.00898876404494382,0.888888888888889
0.00898876404494382,0.842105263157895
0.00955056179775281,0.85
0.0101123595505618,0.857142857142857
0.0106741573033708,0.863636363636364
0.0112359550561798,0.869565217391304
0.0117977528089888,0.875
0.0123595505617978,0.88
0.0129213483146067,0.884615384615385
0.0134831460674157,0.888888888888889
0.0134831460674157,0.857142857142857
0.0140449438202247,0.862068965517241
0.0146067415730337,0.866666666666667
0.0146067415730337,0.838709677419355
0.0151685393258427,0.84375
0.0151685393258427,0.818181818181818
0.0157303370786517,0.823529411764706
0.0162921348314607,0.828571428571429
0.0168539325842697,0.833333333333333
0.0168539325842697,0.810810810810811
0.0174157303370787,0.815789473684211
0.0179775280898876,0.82051282051282
0.0185393258426966,0.825
0.0191011235955056,0.829268292682927
0.0191011235955056,0.80952380952381
0.0196629213483146,0.813953488372093
0.0196629213483146,0.795454545454545
0.0202247191011236,0.8
0.0207865168539326,0.804347826086957
0.0213483146067416,0.808510638297872
0.0219101123595506,0.8125
0.0224719101123595,0.816326530612245
0.0224719101123595,0.8
0.0230337078651685,0.803921568627451
0.0230337078651685,0.788461538461538
0.0235955056179775,0.792452830188679
0.0235955056179775,0.777777777777778
0.0235955056179775,0.763636363636364
0.0241573033707865,0.767857142857143
0.0241573033707865,0.754385964912281
0.0241573033707865,0.741379310344828
0.0247191011235955,0.745762711864407
0.0247191011235955,0.733333333333333
0.0252808988764045,0.737704918032787
0.0252808988764045,0.725806451612903
0.0252808988764045,0.714285714285714
0.0252808988764045,0.703125
0.0258426966292135,0.707692307692308
0.0264044943820225,0.712121212121212
0.0269662921348315,0.716417910447761
0.0275280898876404,0.720588235294118
0.0275280898876404,0.710144927536232
0.0280898876404494,0.714285714285714
0.0286516853932584,0.71830985915493
0.0292134831460674,0.722222222222222
0.0297752808988764,0.726027397260274
0.0303370786516854,0.72972972972973
0.0308988764044944,0.733333333333333
0.0308988764044944,0.723684210526316
0.0314606741573034,0.727272727272727
0.0314606741573034,0.717948717948718
0.0314606741573034,0.708860759493671
0.0320224719101124,0.7125
0.0320224719101124,0.703703703703704
0.0320224719101124,0.695121951219512
0.0325842696629213,0.698795180722892
0.0325842696629213,0.69047619047619
0.0325842696629213,0.682352941176471
0.0325842696629213,0.674418604651163
0.0331460674157303,0.67816091954023
0.0331460674157303,0.670454545454545
0.0331460674157303,0.662921348314607
0.0331460674157303,0.655555555555556
0.0331460674157303,0.648351648351648
0.0337078651685393,0.652173913043478
0.0342696629213483,0.655913978494624
0.0348314606741573,0.659574468085106
0.0353932584269663,0.663157894736842
0.0353932584269663,0.65625
0.0359550561797753,0.65979381443299
0.0365168539325843,0.663265306122449
0.0370786516853933,0.666666666666667
0.0370786516853933,0.66
0.0370786516853933,0.653465346534653
0.0370786516853933,0.647058823529412
0.0376404494382022,0.650485436893204
0.0376404494382022,0.644230769230769
0.0376404494382022,0.638095238095238
0.0376404494382022,0.632075471698113
0.0376404494382022,0.626168224299065
0.0382022471910112,0.62962962962963
0.0387640449438202,0.63302752293578
0.0387640449438202,0.627272727272727
0.0387640449438202,0.621621621621622
0.0387640449438202,0.616071428571429
0.0393258426966292,0.619469026548673
0.0398876404494382,0.62280701754386
0.0398876404494382,0.617391304347826
0.0404494382022472,0.620689655172414
0.0410112359550562,0.623931623931624
0.0410112359550562,0.61864406779661
0.0410112359550562,0.613445378151261
0.0415730337078652,0.616666666666667
0.0421348314606742,0.619834710743802
0.0426966292134831,0.622950819672131
0.0426966292134831,0.617886178861789
0.0432584269662921,0.620967741935484
0.0438202247191011,0.624
0.0438202247191011,0.619047619047619
0.0438202247191011,0.614173228346457
0.0438202247191011,0.609375
0.0443820224719101,0.612403100775194
0.0449438202247191,0.615384615384615
0.0449438202247191,0.610687022900763
0.0455056179775281,0.613636363636364
0.0460674157303371,0.616541353383459
0.0466292134831461,0.619402985074627
0.0471910112359551,0.622222222222222
0.0471910112359551,0.617647058823529
0.047752808988764,0.62043795620438
0.047752808988764,0.615942028985507
0.048314606741573,0.618705035971223
0.048876404494382,0.621428571428571
0.048876404494382,0.617021276595745
0.049438202247191,0.619718309859155
0.049438202247191,0.615384615384615
0.05,0.618055555555556
0.050561797752809,0.620689655172414
0.050561797752809,0.616438356164384
0.050561797752809,0.612244897959184
0.050561797752809,0.608108108108108
0.050561797752809,0.604026845637584
0.050561797752809,0.6
0.050561797752809,0.596026490066225
0.050561797752809,0.592105263157895
0.050561797752809,0.588235294117647
0.050561797752809,0.584415584415584
0.051123595505618,0.587096774193548
0.051685393258427,0.58974358974359
0.052247191011236,0.592356687898089
0.052247191011236,0.588607594936709
0.0528089887640449,0.591194968553459
0.0533707865168539,0.59375
0.0533707865168539,0.590062111801242
0.0533707865168539,0.58641975308642
0.0533707865168539,0.582822085889571
0.0533707865168539,0.579268292682927
0.0539325842696629,0.581818181818182
0.0544943820224719,0.58433734939759
0.0544943820224719,0.580838323353293
0.0544943820224719,0.577380952380952
0.0544943820224719,0.57396449704142
0.0550561797752809,0.576470588235294
0.0556179775280899,0.578947368421053
0.0556179775280899,0.575581395348837
0.0556179775280899,0.572254335260116
0.0561797752808989,0.574712643678161
0.0561797752808989,0.571428571428571
0.0567415730337079,0.573863636363636
0.0567415730337079,0.570621468926554
0.0573033707865169,0.573033707865168
0.0573033707865169,0.569832402234637
0.0573033707865169,0.566666666666667
0.0573033707865169,0.56353591160221
0.0573033707865169,0.56043956043956
0.0578651685393258,0.562841530054645
0.0578651685393258,0.559782608695652
0.0578651685393258,0.556756756756757
0.0584269662921348,0.559139784946237
0.0584269662921348,0.556149732620321
0.0589887640449438,0.558510638297872
0.0595505617977528,0.560846560846561
0.0601123595505618,0.563157894736842
0.0606741573033708,0.565445026178011
0.0606741573033708,0.5625
0.0612359550561798,0.564766839378238
0.0612359550561798,0.561855670103093
0.0612359550561798,0.558974358974359
0.0617977528089888,0.561224489795918
0.0617977528089888,0.558375634517767
0.0623595505617978,0.560606060606061
0.0623595505617978,0.557788944723618
0.0629213483146067,0.56
0.0629213483146067,0.557213930348259
0.0634831460674157,0.559405940594059
0.0634831460674157,0.556650246305419
0.0640449438202247,0.558823529411765
0.0646067415730337,0.560975609756098
0.0651685393258427,0.563106796116505
0.0651685393258427,0.560386473429952
0.0657303370786517,0.5625
0.0657303370786517,0.559808612440191
0.0657303370786517,0.557142857142857
0.0657303370786517,0.554502369668246
0.0657303370786517,0.55188679245283
0.0657303370786517,0.549295774647887
0.0662921348314607,0.551401869158878
0.0662921348314607,0.548837209302326
0.0668539325842697,0.550925925925926
0.0668539325842697,0.548387096774194
0.0668539325842697,0.545871559633027
0.0668539325842697,0.54337899543379
0.0668539325842697,0.540909090909091
0.0668539325842697,0.538461538461538
0.0674157303370786,0.540540540540541
0.0674157303370786,0.538116591928251
0.0674157303370786,0.535714285714286
0.0674157303370786,0.533333333333333
0.0679775280898876,0.535398230088496
0.0679775280898876,0.533039647577093
0.0679775280898876,0.530701754385965
0.0679775280898876,0.528384279475983
0.0685393258426966,0.530434782608696
0.0685393258426966,0.528138528138528
0.0685393258426966,0.525862068965517
0.0685393258426966,0.523605150214592
0.0685393258426966,0.521367521367521
0.0685393258426966,0.519148936170213
0.0685393258426966,0.516949152542373
