Iteration,TrainingLoss
348,0.363404631614685
349,0.391008824110031
350,0.328070521354675
351,0.364347785711288
352,0.38167816400528
353,0.399944186210632
354,0.311308026313782
355,0.334977835416794
356,0.338194131851196
357,0.34135764837265
358,0.408307194709778
359,0.297250896692276
360,0.441106140613556
361,0.354057401418686
362,0.366728514432907
363,0.367363899946213
364,0.29990416765213
365,0.334098637104034
366,0.293403565883636
367,0.357820391654968
368,0.403878659009933
369,0.391867786645889
370,0.332149744033813
371,0.371229439973831
372,0.370995223522186
373,0.286116987466812
374,0.35558870434761
375,0.350475400686264
376,0.362324267625809
377,0.309798717498779
378,0.308094441890717
379,0.32869216799736
380,0.289616256952286
381,0.360029518604279
382,0.298973470926285
383,0.38060075044632
384,0.30811607837677
385,0.2559694647789
386,0.290825098752975
387,0.224456325173378
388,0.261055916547775
389,0.336982846260071
390,0.373372167348862
391,0.287580043077469
392,0.303440779447556
393,0.24799020588398
394,0.265155076980591
395,0.272168844938278
396,0.384506821632385
397,0.314100503921509
398,0.285826593637466
399,0.252575278282166
400,0.265633761882782
401,0.33619898557663
402,0.286000102758408
403,0.348247975111008
404,0.292680680751801
405,0.249294742941856
406,0.325199276208878
407,0.302974432706833
408,0.293116927146912
409,0.303997159004211
410,0.269767969846725
411,0.395251840353012
412,0.314692854881287
413,0.278987407684326
414,0.283493310213089
415,0.389726996421814
416,0.289245814085007
417,0.330931574106216
418,0.371325552463531
419,0.325030326843262
420,0.36029988527298
421,0.312121719121933
422,0.300425797700882
423,0.35481259226799
424,0.435820281505585
425,0.312653779983521
426,0.364815533161163
427,0.264346837997437
428,0.38612824678421
429,0.361391186714172
430,0.282367587089539
431,0.395518600940704
432,0.350029408931732
433,0.361404418945312
434,0.296072632074356
435,0.481102615594864
436,0.380937039852142
437,0.312484741210938
438,0.296111464500427
439,0.378989070653915
440,0.356785476207733
441,0.439045697450638
442,0.335444360971451
443,0.368773192167282
444,0.313969224691391
445,0.309858441352844
446,0.307818621397018
447,0.303648889064789
448,0.352899670600891
449,0.275693953037262
450,0.254239946603775
451,0.241246044635773
452,0.368135869503021
453,0.30159667134285
454,0.27079376578331
455,0.316658467054367
456,0.355053663253784
457,0.302298128604889
458,0.305166870355606
459,0.285587519407272
460,0.257255464792252
461,0.332795351743698
462,0.26131284236908
463,0.278313547372818
464,0.331662446260452
465,0.298064321279526
466,0.231211110949516
467,0.291899919509888
468,0.31070876121521
469,0.249319210648537
470,0.294655829668045
471,0.275492638349533
472,0.255422025918961
473,0.299794852733612
474,0.288198411464691
475,0.309283643960953
476,0.303448528051376
477,0.282358765602112
478,0.328518480062485
479,0.354224473237991
480,0.324543923139572
481,0.291210323572159
482,0.262226194143295
483,0.301689624786377
484,0.304414242506027
485,0.258620262145996
486,0.279327929019928
487,0.267045527696609
488,0.331257253885269
489,0.323490411043167
490,0.327625244855881
491,0.304393410682678
492,0.315809786319733
493,0.266371935606003
494,0.325482398271561
495,0.289815932512283
496,0.284388780593872
497,0.307766079902649
498,0.301826328039169
499,0.296866148710251
500,0.309355974197388
501,0.31358528137207
502,0.479432582855225
503,0.345598429441452
504,0.254430532455444
505,0.325185060501099
506,0.341635316610336
507,0.237269550561905
508,0.274585753679276
509,0.324241757392883
510,0.287765562534332
511,0.242504954338074
512,0.307991445064545
513,0.250208377838135
514,0.27329409122467
515,0.290176689624786
516,0.264853715896606
517,0.220324888825417
518,0.262141644954681
519,0.294845223426819
520,0.24167238175869
521,0.333248376846313
522,0.216034948825836
523,0.308244735002518
524,0.278136134147644
525,0.289531081914902
526,0.31920799612999
527,0.309724807739258
528,0.21491065621376
529,0.208299607038498
530,0.321183860301971
531,0.270073384046555
532,0.223261088132858
533,0.28211298584938
534,0.295679569244385
535,0.300467371940613
536,0.29687163233757
537,0.318310976028442
538,0.337100446224213
539,0.307858854532242
540,0.309879034757614
541,0.260213226079941
542,0.340894728899002
543,0.330740034580231
544,0.268914341926575
545,0.22829595208168
546,0.292874187231064
547,0.356463879346848
548,0.345360338687897
549,0.285772979259491
550,0.302268892526627
551,0.304178774356842
552,0.27410951256752
553,0.244865700602531
554,0.321487039327621
555,0.295178592205048
556,0.239544123411179
557,0.324990898370743
558,0.324991226196289
559,0.289876192808151
560,0.377464860677719
561,0.336368829011917
562,0.314383953809738
563,0.332467973232269
564,0.308621644973755
565,0.309263855218887
566,0.266450315713882
567,0.369741231203079
568,0.308412313461304
569,0.270037323236465
570,0.29977959394455
571,0.288538753986359
572,0.359086573123932
573,0.334917336702347
574,0.306192547082901
575,0.284648567438126
576,0.31472784280777
577,0.264902859926224
578,0.260594189167023
579,0.239300698041916
580,0.259147316217422
581,0.277906209230423
582,0.28986868262291
583,0.328145056962967
584,0.244624063372612
585,0.252242892980576
586,0.331647127866745
587,0.338959574699402
588,0.203624501824379
589,0.311567068099976
590,0.222938150167465
591,0.289787977933884
592,0.270499855279922
593,0.278097778558731
594,0.286155968904495
595,0.302123218774796
596,0.305421441793442
597,0.268837243318558
598,0.297303289175034
599,0.272487670183182
600,0.281492084264755
601,0.241013258695602
602,0.209937244653702
603,0.261954307556152
604,0.260606020689011
605,0.25229874253273
606,0.337231189012527
607,0.261698365211487
608,0.388089776039124
609,0.261894136667252
610,0.294661611318588
611,0.350956827402115
612,0.247430071234703
613,0.406489253044128
614,0.304999381303787
615,0.319271355867386
616,0.349696725606918
617,0.365615457296371
618,0.230060815811157
619,0.336955100297928
620,0.261029779911041
621,0.307836174964905
622,0.309075057506561
623,0.288173466920853
624,0.308310389518738
625,0.32745173573494
626,0.282040923833847
627,0.267805159091949
628,0.293431222438812
629,0.254553645849228
630,0.266916781663895
631,0.275685995817184
632,0.254380077123642
633,0.315934330224991
634,0.321532934904099
635,0.30937796831131
636,0.31973922252655
637,0.309141874313354
638,0.231606736779213
639,0.26722526550293
640,0.329987972974777
641,0.24082624912262
642,0.272416681051254
643,0.343132644891739
644,0.290148198604584
645,0.273165792226791
646,0.31532022356987
647,0.306496322154999
648,0.241838186979294
649,0.291486084461212
650,0.257860153913498
651,0.278401374816895
652,0.274099379777908
653,0.264286994934082
654,0.285306811332703
655,0.284842282533646
656,0.256042093038559
657,0.272216111421585
658,0.177519947290421
659,0.299872636795044
660,0.262678980827332
661,0.232613533735275
662,0.321643769741058
663,0.229250311851501
664,0.33020293712616
665,0.29661238193512
666,0.337054401636124
667,0.26936349272728
668,0.270524084568024
669,0.344920545816422
670,0.254814863204956
671,0.271153956651688
672,0.249651119112968
673,0.264506787061691
674,0.308654189109802
675,0.312430322170258
676,0.290039896965027
677,0.248916730284691
678,0.301280945539474
679,0.267999112606049
680,0.343473821878433
681,0.245555803179741
682,0.33616241812706
683,0.278283566236496
684,0.308362901210785
685,0.274914771318436
686,0.275303363800049
687,0.345192342996597
688,0.257646173238754
689,0.245443269610405
690,0.222096994519234
691,0.2743219435215
692,0.242713510990143
693,0.303563177585602
694,0.273668617010117
695,0.326408714056015
696,0.329614400863647
697,0.288814961910248
698,0.306047946214676
699,0.35466331243515
700,0.277041047811508
701,0.294545114040375
702,0.282964318990707
703,0.315159380435944
704,0.279895216226578
705,0.29489678144455
706,0.217992722988129
707,0.252380311489105
708,0.338069826364517
709,0.276656985282898
710,0.234204590320587
711,0.233621582388878
712,0.254431188106537
713,0.353385120630264
714,0.304335653781891
715,0.328801929950714
716,0.288775265216827
717,0.339362859725952
718,0.265436977148056
719,0.202420100569725
720,0.304363131523132
721,0.285160422325134
722,0.323130697011948
723,0.224978893995285
724,0.324821889400482
725,0.359126716852188
726,0.262480974197388
727,0.245809093117714
728,0.308636754751205
729,0.247219502925873
730,0.258724600076675
731,0.355509221553802
732,0.272416710853577
733,0.245295241475105
734,0.340400278568268
735,0.328041076660156
736,0.278132915496826
737,0.285282075405121
738,0.271143317222595
739,0.280727028846741
740,0.258129984140396
741,0.238820731639862
742,0.232437863945961
743,0.319100171327591
744,0.253435432910919
745,0.297685444355011
746,0.234940633177757
747,0.263124078512192
748,0.26218044757843
749,0.211131870746613
750,0.342856049537659
751,0.262945681810379
752,0.276422560214996
753,0.362640500068665
754,0.266477674245834
755,0.274859815835953
756,0.254408478736877
757,0.368061631917953
758,0.289728581905365
759,0.235176548361778
760,0.293364018201828
761,0.325426816940308
762,0.254625171422958
763,0.279046058654785
764,0.264971882104874
765,0.288725018501282
766,0.296738237142563
767,0.311135143041611
768,0.277436524629593
769,0.326400548219681
770,0.291808545589447
771,0.222245782613754
772,0.280968993902206
773,0.269385576248169
774,0.285517603158951
775,0.313323080539703
776,0.248012498021126
777,0.269956082105637
778,0.279172539710999
779,0.291906803846359
780,0.258027881383896
781,0.223361790180206
782,0.280921190977097
783,0.323673963546753
784,0.293670237064362
785,0.268613457679749
786,0.313719570636749
787,0.289444297552109
788,0.253849983215332
789,0.26587051153183
790,0.281662344932556
791,0.231593877077103
792,0.253248035907745
793,0.226569086313248
794,0.270326137542725
795,0.268993854522705
796,0.2597416639328
797,0.274648308753967
798,0.240454703569412
799,0.217257678508759
800,0.255545884370804
801,0.322855740785599
802,0.335504233837128
803,0.276978135108948
804,0.373786836862564
805,0.291195064783096
806,0.231848642230034
807,0.27931472659111
808,0.338103383779526
809,0.271219193935394
810,0.271674156188965
811,0.285364806652069
812,0.30679377913475
813,0.21815037727356
814,0.239883452653885
815,0.289258062839508
816,0.22965894639492
817,0.222399219870567
818,0.266988277435303
819,0.233162388205528
820,0.254866272211075
821,0.292589247226715
822,0.291513293981552
823,0.248713970184326
824,0.218000143766403
825,0.229432448744774
826,0.230309262871742
827,0.280189424753189
828,0.288628041744232
829,0.294436663389206
830,0.303492248058319
831,0.237384274601936
832,0.293838113546371
833,0.347075283527374
834,0.232507705688477
835,0.268390655517578
836,0.281168788671494
837,0.234882310032845
838,0.276153534650803
839,0.264003217220306
840,0.26955059170723
841,0.214405164122581
842,0.287107229232788
843,0.263410329818726
844,0.259677439928055
845,0.291809260845184
846,0.24113717675209
847,0.256765007972717
848,0.256584346294403
849,0.233449354767799
850,0.214528188109398
851,0.243513390421867
852,0.250447183847427
853,0.240823715925217
854,0.23538002371788
855,0.276906728744507
856,0.268093258142471
857,0.281888842582703
858,0.255063265562057
859,0.26757150888443
860,0.268915265798569
861,0.252728760242462
862,0.215848699212074
863,0.287027567625046
864,0.238069832324982
865,0.26854595541954
866,0.285987675189972
867,0.290076225996017
868,0.23862861096859
869,0.188736021518707
870,0.275985956192017
871,0.251403033733368
872,0.276352792978287
873,0.263218015432358
874,0.251262426376343
875,0.277255088090897
876,0.26064744591713
877,0.250130772590637
878,0.234170690178871
879,0.241277292370796
880,0.218015074729919
881,0.226871594786644
882,0.318599134683609
883,0.22009514272213
884,0.239293068647385
885,0.206319525837898
886,0.317740112543106
887,0.200502842664719
888,0.255623012781143
889,0.306918412446976
890,0.269677251577377
891,0.263297319412231
892,0.280292123556137
893,0.300622820854187
894,0.294597983360291
895,0.294135838747025
896,0.219507291913033
897,0.270025640726089
898,0.273153901100159
899,0.27050992846489
900,0.258341997861862
901,0.260590195655823
902,0.299830257892609
903,0.250113308429718
904,0.218123018741608
905,0.275219142436981
906,0.238177582621574
907,0.338231295347214
908,0.222042933106422
909,0.232200726866722
910,0.247976735234261
911,0.300249010324478
912,0.244972839951515
913,0.217015966773033
914,0.27682688832283
915,0.226313292980194
916,0.265419453382492
917,0.262366265058517
918,0.249035194516182
919,0.229502961039543
920,0.286908835172653
921,0.213026016950607
922,0.244405075907707
923,0.2395129352808
924,0.285899490118027
925,0.324975579977036
926,0.253976553678513
927,0.285269528627396
928,0.242867738008499
929,0.239774227142334
930,0.311564028263092
931,0.255192697048187
932,0.295919060707092
933,0.218329548835754
934,0.24516798555851
935,0.237053126096725
936,0.198348313570023
937,0.221994623541832
938,0.239643096923828
939,0.237608522176743
940,0.190347969532013
941,0.229682520031929
942,0.32549837231636
943,0.293000161647797
944,0.41991651058197
945,0.267977327108383
946,0.302519708871841
947,0.224543526768684
948,0.223729178309441
949,0.218507453799248
950,0.217421054840088
951,0.247860684990883
952,0.300356894731522
953,0.234417319297791
954,0.255810111761093
955,0.229602172970772
956,0.272131055593491
957,0.257923483848572
958,0.273511469364166
959,0.26993116736412
960,0.23421722650528
